,api_name,api_description,input,example,error
151,hm_gethistorylimit,"Description
Returns the maximum number of steps allowed to be recorded in the history. If a value of 0
        is returned, history is disabled. If a value of -1 is returned, there is no step limit.
","Example
To get the number of steps allowed to be recorded in the history:
hm_gethistorylimit
","Errors
None.
",
152,hm_gethistorymemoryusage ,"Description
Returns the current amount of memory used for recording history.
","Example
To get the current amount of memory used for recording history:
hm_gethistorymemoryusage
","Errors
None.
",
153,hm_gethmfileversion ,"Description
Returns the binary file version string for a specified HyperMesh database. The string is comprised of 2 parts, major-minor, where:
major is the major file version. It is itself comprised of two parts,
            release.binary.
minor is the minor file version.

For example:  13.02-110
","Inputs

filename
The full path and filename of the database file. Paths with spaces must be enclosed in
            quotes.

","Example
To get the file version for C:\temp\test.hm:
hm_gethmfileversion  C:/temp/test.hm
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
154,hm_getidpools,"Description
Returns a list of pool IDs or names for the specified entity type. The pool IDs and names
        are returned in the same order.
","Inputs

entity_type
The type of entity to query.
return_type (optional)
Argument that specifies whether to return pool IDs or names. Valid values are name and
            ID (default if not specified).

","Examples
To get the pool ID list for elements:
hm_getidpools elems
orhm_getidpools elems id
To get the pool name list for
        properties:hm_getidpools props name
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
155,hm_getincludeentities ,"Description
Selects entities and returns the entity types contained in a specified include file. The
        return value is the list of entity types found in the specified include. The actual entities
        are populated on the specified mark.
","Inputs

include_id
The ID of the include file to query. A value of 0 indicates the master model.
mark_id
The ID of the mark that contains the found entities. Valid values are 1 and 2.

","Example
To find all of the entities in include 1 and delete them:
hm_markclearall 1
set ent_types [hm_getincludeentities 1 1]
foreach ent_type $ent_types {
    catch {*deletemark $ent_type 1}
}
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
156,hm_getincludes ,"Description
Returns a list of include IDs or names. Only one argument may be specified at a time. If no
        argument is specified, the IDs are returned.
The IDs and names are returned in the same order.
","Inputs

byshortname
Returns the list of includes by their short names.
byfullname
Returns the list of includes by their full path names.
byshortnameexportpair
Returns the list of includes by their short names, along with the export flag for
            each.
byshortnamesolverflagpair
Returns the list of includes by their short names, along with the solver flag for
            each.
byshortnamealwaysmergeflagpair
Returns the list of includes by their short names, along with the always merge flag
            for each.

","Example
To get the list of include IDs:
hm_getincludes
To get the list of include short names:
hm_getincludes -byshortname
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
157,hm_getincludesentities,"Description
Selects entities and returns the entity types contained in specified include files. The
        return value is the list of entity types found in the specified includes. The actual
        entities are populated on the specified mark.
","
Inputs


<select_type>=<selection>
The entity or entities that are to be queried. There are several ways to provide the
            entities to be queried. Only one option can be used at a time:
includeids=<ids>
The IDs of the includes to query.
includenames=<names>
The names of the includes to query.


outputmark=<mark_id>
The ID of the mark that contains the found entities. Valid values are 1 and 2.

","Examples
To find all of the entities in include IDs
        1,2,3,4:hm_getincludesentities includeids={1 2 3 4} outputmarkid=1
To find all of the entities in include names inc1, inc2, inc3,
        inc4:hm_getincludesentities includenames={inc1 inc2 inc3 inc4} outputmarkid=1
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
158,hm_getinputoffsetid,"Description
Returns the current value of the import offset specified with
          *feinputoffsetid.
","Inputs

entity_type
The type of entity to query.

","Example
To get the offset value for elements:
hm_getinputoffsetid elems
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
159,hm_getinternalidlist ,"Description
This command returns the internal HyperMesh IDs for a list of
        solver IDs and a solver ID pool. This command is only applicable to templates and entity
        types that have ID pools.
","Inputs

id_pool
The pool ID or name. By default, the value is assumed to be the pool ID. This is
            controlled by the optional search_type argument.
solver_id_list
The list of solver IDs to query. All IDs must belong to the specified pool.
search_type
Defines whether id_pool is specified as a pool name or a pool ID.
            Valid values are -bypoolid and -bypoolname. If not specified, it defaults to
            -bypoolid.

","Examples
To get the internal HM IDs of pool ID 1 and solver IDs 2, 3 and 4:
hm_getinternalidlist 1 ""2 3 4""
or
hm_getinternalidlist 1 ""2 3 4"" -bypoolid
To get the internal HM IDs of pool PROP_IDPOOL and solver IDs 17 and 20:
hm_getinternalidlist PROP_IDPOOL ""17 20"" -bypoolname
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
160,hm_getlineendpoint ,"Description
Returns the components of the line end point. If the line is a closed loop, the start and
        end points will return the same value.
","Inputs

line_id
The ID of the line.

","Example
To get the components of the end of the line with ID 341:
set list [hm_getlineendpoint 341]
set x [lindex $list 0]
set y [lindex $list 1]
set z [lindex $list 2]
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
161,hm_getlinepointsatdistance,"Description
For a given line, test point, and distance, this command finds all of the line points that
        are at the specified distance from the test point.
","Inputs

lineID
ID of the line.
dist
Distance from the test point.
x, y, z
Coordinates of the test point.

","Example
The result is returned as a list of values: { x1 y1 z1 x2 y2 z2 … }where ""xn"" ""yn"" ""zn"" are
        coordinates of points on the line that are at distance ""dist"" from the test point defined by
        ""x"", ""y"", ""z"".
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
162,hm_getlinetangentatcoordinate ,"Description
Returns the closest point, components of the tangent vector and the angle between the
        tangent vector and the z-axis at the point on the line closest to the input coordinates..
        The first 3 return values are the closest point coordinates, the next 3 are the tangent
        vector components, and the last return value is the angle.
","Inputs

line_id
The ID of the line.
x, y, z
The (x,y,z) coordinates of the point.

","Example
To get the components of the tangent vector and the angle between the tangent vector and
        the z-axis nearest the coordinates (100,50,25) for the line with ID 341:
foreach {x y z tg_x tg_y tg_z ang}[hm_getlinetangentatcoordinate 341 100 50 25{}
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
163,hm_getlinetgstartpoint ,"Description
Returns the components of the tangent vector and the angle between the tangent vector and
        the z-axis at the line start point. The first 3 return values are the tangent vector
        components, and the 4th return value is the angle.
","Inputs

line_id
The ID of the line.

","Example
To get the components of the tangent vector and the angle between the tangent vector and
        the z-axis at the start of the line with ID 341:
foreach {tg_x tg_y tg_z ang} [hm_getlinetgstartpoint 341] {}
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
164,hm_getlist ,"Description
Returns an ordered list of entities from an entity list.
","Inputs

entity_type
The type of entity list to query. Valid values are elems, laminates, lines, nodes,
            plies and surfs.
list_id
The ID of the list to query. Valid values are 1 and 2.
panel_sensitive
Can be used when multiple panel levels have been pushed, either using the shortcut
            function keys, or the hm_pushpanel command. This option determines
            whether to use the current panel or the previous panel for the operation. This option is
            relevant only when the list has been created from a panel entity selector under the
            above conditions. Valid options are:
0 - Use the previous panel (default).
1 - Use the current panel.


model_name
The optional model to get the list from.  If not specified, the current model is
            used.

","Examples
To create a line from a user specified list of
        nodes:*createlistpanel nodes 1 ""Select nodes for the line:""
set node_list [ hm_getlist nodes 1 ];
if { ! [ Null node_list ] } {
*linecreatefromnodes 1 0 150 5 179
}
To create, query, and clear a list from nodes 2, 10, and 3 for model
        model-2:*createlist nodes 1 ""by model"" model-2 2 10 3
set my_list [hm_getlist nodes 1 0 model-2]
*clearlist nodes 1 ""by model"" model-2
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
165,hm_getlockedentities ,"Description
This command returns locked entity IDs across all submodels.
","Inputs

entity_type
The type of entity to query locks for.
data_name
The data name to query locks for. Currently only supported for ""id"".

","Example
To query ID locks for all elements:
hm_getlockedentities elems id
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
166,hm_getmarkall ,"Description
Returns a list of lists containing the populated entity type and entity IDs for the
        specified mark. The first value in each returned list is the entity type, and the remaining
        values are the entity IDs of that type. For example, if mark 1 is populated with elements
        1-5 and comps 101-105, the returned values would
        be:{elems 1 2 3 4 5} {comps 101 102 103 104 105}
","Inputs

mark_id
The ID of the mark to query. Valid values are 1 and 2.
model_name
The optional model to get all marks for. If not specified, the current model is
            used.

","Example
To find all of the entities on mark 1:hm_getmarkall 1
To find all of the entities on mark 1 for model
        model-2:hm_getmarkall 1 model-2
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
167,hm_getmarkfromtable ,"Description
This command returns the list of entity IDs that exist in the table with
          table_name.
","Example
To create a table named elem_table containing elements in the component wingbox and
        retrieve the values from the table:
*createmark elems 1 all
hm_marktotable elems 1 elem_table
set elems [hm_getmarkfromtable elem_table]
","Errors
If table_name is invalid, you will get the following
        error:hm_getmarkfromtable: the table 'table_name' was not found.
",
168,hm_getmatching,"Description
Performs a comparison and returns matching results.
Returns a matching pair of comps or parts passed along with the percentage match.  The
        reference/target entities are sequenced first in the output, followed by matching source
        entities, and subsequently followed by the matching percentage.  If a source entity matches
        with more than one target, the pairs with maximum match percentage are returned.  A source
        returned with one reference is not part of any other match pair.
","
Inputs


entity_type
The type of entity to copmare. Valid values are comps or parts.
mark_id
The ID of the mark of entities to compare. Valid values are 1 and 2.
areaCalcMethod=<value>
Specifies how the matching area percentage is calculated:
ByLowestId - Calcualte with respect to the entity with the lowest ID (default)
ByHighestId - Calcualte with respect to the entity with the highest ID
This is ignored when searchMethod=ByEncoding.
compareType=<value>
Specifies with what entities the comparison happens:
0 - Use both CAD and FE from the input selection
1 - Prefer CAD over FE. This will pick FE only if the input has only FE.
2 - Use only CAD
3 - Prefer FE over CAD. This will pick CAD only if the input has only CAD.
4 - Use only FE
deformationTolerance=<value>
The match tolerance value (default 0.0).
When searchMethod=ByEncoding this is used to determine if the
            distance between the encodings of the source and target are less than this value.



encoding_algorithm

The optional encoding algorithm to use when
            searchMethod=ByEncoding.  Valid values are:
0 - Spherical harmonics (default)


matchingPercentThreshold=<value>
The matching area threshold above which matching pairs are returned (default is node
            tolerance).
When searchMethod=ByEncoding, this is reported as (1 –
              differenceinencoding/deformationTolerance=<value>)
referenceEntityMarkId=<value>
The ID of the mark of reference/target entities. Valid values are 1 and 2.
If not specified, the entire source is considered.
If specified, referenceEntityType is required.
referenceEntityType=<value?
The type of reference/target entity. Valid values are comps or parts.
If not specified, the entire source is considered.
If specified, referenceEntityMarkId is required.
searchMethod=<value>
Specifies how the matching is done:
ByArea - Matching is done with repect to area (default)
ByEncoding - 
ByTopo - Matching is done with repect to exact topo matches



sphhar_bandwidth

Optional, valid for encoding_algorithm 0, default 16.



sphhar_fallof

Optional, valid for encoding_algorithm 0, default 2.828427.



sphhar_radii

Optional, valid for encoding_algorithm 0, default 32.



sphhar_resolution

Optional, valid for encoding_algorithm 0, default 64.

","Examples
To compare part 4 to part 6 using a tolerance of
        1.0:*createmark parts 1 ""by ids"" 4
*createmark parts 2 ""by ids"" 6
hm_getmatching parts 1 referenceEntityType=parts referenceEntityMarkId=2 matchingPercentThreshold=0.0 deformationTolerance=1.0
To compare part 4 to part 6 using the encoding search with a tolerance of 0.6 and using
        both CAD and
        FE:*createmark parts 1 ""by ids"" 4
*createmark parts 2 ""by ids"" 6
hm_getmatching parts 1 referenceEntityType=parts referenceEntityMarkId=2 deformationTolerance=0.6 searchMethod=ByEncoding compareType=0
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
169,hm_getmaxgapwidth,"Description
Returns the approximate maximum distance between a pair of node lists. This is useful for
        determining the gap width to be used for filling the gap between the node lists.
","Inputs


list_id1
The ID of the first node list. Valid values are 1 and 2.
list_id2
The ID of the second node list. Valid values are 1 and 2.


","Examples
To get the maximum gap width between two node lists:
*createlist nodes 1 1-20
*createlist nodes 2 45-80
hm_getmaxgapwidth 1 2
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
170,hm_getmeshedgeparams ,"Description
This command returns all of the relevant automesh settings applied to a surface edge by
          *set_meshedgeparams. If no automesh settings are applied, no values are
        returned. The returned values are (in order):

elem_density
alg_type
bias_style
bias
min_size
max_size
chordal_dev
max_angle

","Inputs

edge_id
The global edge ID of the surface edge to query.

","Example
To get the automesh parameters assigned to edge with ID 15:
hm_getmeshedgeparams 15
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
171,hm_getmeshvolumesinfo ,"Description
This command returns the number of volumes and multiple lists containing the element IDs
        and volume indices for each input element.
","Inputs

mark_id
The mark of elements to find volumes for. Valid values are 1 and 2.
mode
0: internal voids considered as ""voids"" and do not make a new volume
1: internal voids considered as new volumes

The output from this command is in the following format:
{n} {elem_id1 volume_i1 volume_j1} {elem_id2 volume_i2 volume_j2} ...
{n} - The number of identified volumes.
{elem_id volume_i volume_j} - List containing the ID of the shell element and a pair of
        volumes of corresponding element sides. The first volume (i) corresponds to the volume on
        the shell element side with normal pointing out. A volume of 0 represents free space (no
        volume).
If 0 volumes are detected, only {n} is returned.
","Example
To orient all shell elements so that the normal points toward the inside of the volume with
        the smallest ID (or inside if there is only one volume):
*createmark elements 1 displayed
set volumes_list [hm_getmeshvolumesinfo 1 0]
set num_volumes [lindex $volumes_list 0]
set volumes_list [lreplace $volumes_list 0 0]
set reverse_list""""
foreach elem $volumes_list{
    set elemid [lindex $elem 0] 
    set vol1 [lindex $elem 1]
    set vol2 [lindex $elem 2]
    if {$vol1 > $vol2} {
        lappend reverse_list $elemid
    }
}
if { [llength $reverse_list ] } {
    *clearmark elements 2
    eval *createmark elements 2 $reverse_list
    eval *normalsreverse elements 2 1.e-10
    *clearmark elements 2
}
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
172,hm_getmidsurfaceinfo,"Description
Returns information related to geometric midsurfaces.
","
Inputs


query_type=<value>
The type of query to perform:
find_midsurface - Finds midsurfaces corresponding to
              input_entity_type comps, surfs or solids.  The return is the list
            of output_entity_type IDs.
find_parent_geometry - Finds comps, surfs or solids corresponding to
              input_entity_type midsurfaces.  The return is the list of
              output_entity_type IDs.
is_midsurface - Checks if a given input_entity_type of comps or
            surfs consists of midsurfaces only, non-midsurfaces only, or both.  The return is yes,
            no or mixed.
input_mark=<value>
The ID of the mark of input entities.  Valid values are 1 and 2.
input_entity_type=<value>
The type of input entity on input_mark.  Valid values are given in
              query_type.  If there is only one possible value, this can be
            omitted.
output_entity_type=<value>
The type of ouptut entity.  Valid values are given in query_type.
            If there is only one possible value, this can be omitted.

","Examples
To get the list of middle surfaces corresponding to solid with ID
        19:*createmark solids 1 19
hm_getmidsurfaceinfo query_type=find_midsurface input_mark=1 input_entity_type=solids
To get the component containing the original geometry for the middle surface with  ID
        19:*createmark surfs 1 19
hm_getmidsurfaceinfo query_type=find_parent_geometry input_mark=1 input_entity_type=comps
To see if the surface with ID 19 is a
        midsurface:*createmark surfs 1 19
hm_getmidsurfaceinfo query_type=is_midsurface input_mark=1
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
173,hm_getmodelcheckconcernentityidresultentityid ,"Description
Finds the concerned non projecting untied nodes for a given contact group/interface. Untied
        node IDs are placed on mark 2.
","Inputs

display_name
The display name of the check to query. Currently supported values are:
? ""Un-Tied nodes in Contact Tied"" for LS-DYNA
? ""Un-Tied nodes in interface type2"" for Radioss


contact_id
ID of the contact for which untied nodes are to be found. This must be one of the
            contact IDs listed in the Model Checker browser after a Model Checker run.

","Examples
To find untied nodes for contact with ID 123:
For LS-DYNA:
hm_getmodelcheckconcernentityidresultentityid ""Un-Tied nodes in Contact Tied"" 123
For Radioss:
hm_getmodelcheckconcernentityidresultentityid ""Un-Tied nodes in interface type2"" 123
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
174,hm_getmodelcheckcheckresult,"Description
Returns the result for a given check.
The result consists of:
<flag> - True if check is run and false otherwise
<number of failed entities> - The count of failed entities
<entity IDs> - The IDs of the failed entities


For example: true 4 46 47 48 49
","
Inputs



check_display_name

The GUI display name of the check. This is case sensitive.

","Examples
To get the result for the ""Unused materials"" check:
hm_getmodelcheckcheckresult ""Unused Materials""
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
175,hm_getmodelcheckcorrectiondisplayname,"Description
Returns the correction names for a given check.
","
Inputs



check_display_name

The GUI display name of the check. This is case sensitive.

","Examples
To get the correction names for the ""Unused materials"" check:
hm_getmodelcheckcorrectiondisplayname ""Unused Materials""
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
176,hm_getmodelcheckcorrectvalue,"Description
Returns the value for a given correction.
","
Inputs



correction_display_name

The GUI display name of the correction. This is case sensitive.

","Examples
To get the value for the ""Delete unused materials"" correction:
hm_getmodelcheckcorrectvalue ""Delete unused materials""
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
177,hm_getmodelcheckdisplaynames,"Description
Returns check display names.
","
Inputs



check_type

The type of check, ERROR, WARNING, INFO or ALL. If blank then all checks of all types
            are returned.

entity_type

The type of entity.  If ALL, then checks for all entity types in the profile are
            returned.

","Examples
To get the check names for all check and entity
        types:hm_getmodelcheckdisplaynamesor
        hm_getmodelcheckdisplaynames ALL
To get the check names for ERROR for mats:
hm_getmodelcheckdisplaynames ERROR mats
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
178,hm_getmodelcheckfailedcount ,"Description
Returns the number of entities failing a given model checker check. 
","Inputs

check_name
The name of the check, as given in the model checker config file.

","Example
To get the number of entities failing the ""Number of defined materials"" check:
hm_getmodelcheckfailedcount ""Number of defined materials""
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
179,hm_getmodelchecksupportedentities,"Description
Returns the list of entity types that have checks for the current profile, using the loaded
        default config file or user defined custom config file.
","
Inputs
None.","Examples
Example 
hm_getmodelchecksupportedentities
",ErrorsNone.
180,hm_getmoi ,"Description
Returns the tensorial moment-of-inertia Ixx, Iyy, Izz, Ixy, Ixz, Iyz values for the
        selected entities.
","Inputs

entity_type
The type of entity to query. Currently supported for comps and elems.
mark_id
The ID of the mark containing the entities. Valid values are 1 and 2.
location_flag (optional)
Specifies the location about which the MOI is calculated. Valid values are:
0 - Global (0,0,0). Default.
1 - COG location.
2 - Node specified by node_id argument.


node_id (optional)
Specifies the node location about which the MOI is calculated if location_flag=2.
            Ignored otherwise.
axes_flag (optional)
Specifies the axes to report the MOI values relative to. Valid values are:
0 - Global axes. Default.
1 - Principal axes
2 - System specified by system_id argument.


system_id (optional)
Specifies the system ID to report the MOI values relative to if axes_flag=2. Ignored
            otherwise.
reserved_1
Reserved for future use. Must be set to 0.
reserved_2
Reserved for future use. Must be set to 0.

","Example
To get the MOI for components 1-5:
*createmark comps 1 1-5
hm_getmoi comps 1
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
181,hm_getmydocumentsdir ,"Description
This command returns the full path to the current user’s ""My Documents"" folder. This
        command is only supported on Windows platforms. 
","Example
hm_getmydocumentsdir
","Errors
This command does not return any errors that can be handled.
",
182,hm_getnodalthickness ,"Description
Gets the thickness of the node whose ID is given as the argument. 
","Inputs

entityType
The type of the entity. Only nodes are currently supported.
nodeID
ID of the node. 

","Example
This function queries the surface definition to obtain the thickness at a given node
        location. To obtain the thickness value using this function, the node should be associated
        with a geometric surface that was created using midsurface extraction tools in HyperMesh. The function returns ""-1"" if the thickness at that location
        could not be obtained.
hm_getnodalthickness node 73
","Errors
None.
"
183,hm_getnodessharedbyothercomps ,"Description
This command returns the nodes on the input components that are shared by other
        components.
","Inputs

comp_mark_id
The ID of the mark containing the components with the nodes of interest. Valid values are 1 and 2.
node_mark_id
The ID of the mark containing the components with the nodes of interest. Valid values are 1 and 2.
exclude

0 - Do not exclude any nodes.
1 - Exclude nodes on mass, rigid and joint elements.


","Example
To find the nodes from component 100 shared by other components:
*createmark comps 1 100
hm_getnodessharedbyothercomps 1 1 0
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
184,hm_getoffset ,"Description
This command returns the offset value of the specified element.
","Inputs

elem_id
The ID of the element to query.

","Example
To get the offset for element 100:
hm_getoffset 100
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
185,hm_getoption,"Description
This command returns the value of certain HyperMesh
        options.
","Inputs

option
The option to query. See *setoption for a full list of options and possible
            values.
default
If set to 1, returns the default value instead of the current value, where
            supported.

","Example
To query the cleanup tolerance:
hm_getoption cleanup_tolerance
To query the color of non-mappable solids:
hm_getoption display_color-15
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
186,hm_getplanarfaces ,"Description
Returns a list of planar face IDs.  These faces can be converted to surfaces using hm_getsurfacefromface.
","Example
To get the list of all planar face IDs:
set pfaces [hm_getplanarfaces];
","Errors
None.
",
187,hm_getPOLid ,"Description
Returns the IDs of the POL lines.
","Example
To get the IDs of the POL lines:
hm_getPOLid
","Errors
None.
",
188,hm_getprefixbasenamesuffixforgivencompname,"Description
Returns the split name as prefix, base name and suffix for the specified component name and
        separator.
","
Inputs



name

The name of the component.

separator

The character to be used to split the component name. The prefix is everything before
            the first instance of this character, the suffix is everything alphanumeric after the
            second instance of this character, and the base name is everything in between.

","Examples
To get the prefix, base name, and suffix for a given name using - as the separator:
hm_getprefixbasenamesuffixforgivencompname abc-defgh-ijk.123 ""-""
  {abc defgh ijk}
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
189,hm_getprojceid ,"Description
Returns the ID of the connector from the FE weld data array for a given index. This command
        should only be used from within a connector-registered property script (which is executed
        during connector FE realization). The projection data this function relies upon is removed
        immediately after connector FE realization.
","Inputs

index
The index of the weld in the FE weld data array.

","Example
To get the connector ID for the 10th index in the weld data array:
set ce_id [hm_getprojceid 10]; 
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
190,hm_getqualitycriteriaelementsizeinfo,"Description
Returns element size info for a quality criteria file. Optionally, checks the match of the
        quality criteria to a given element size. A list of 4 values is returned: 
return_code, criteria_elemsize, criteria_min_elemsize, criteria_max_elemsize 
Where return_code is: 
0 - Criteria file exists and matches check_elem_size (if available).
1 - Criteria file exists but does not match check_elem_size.
2 - Criteria file exists but does not have any size checks enabled.
3 - Criteria file does not exist, or is not set if ""dummy"" is specified.
-1 - Min size or max size is not enabled in the criteria file.


","Inputs

criteria_file
The full name and path of the criteria file to query. If ""dummy"" or an empty string is
            given, this returns info for the currently loaded quality criteria.
?check_element_size? (optional)
Element size to check against the quality criteria.

","Example
 To check if the criteria file C:/temp/mycrit.criteria exists and
        matches a size of 10.0:
hm_getqualitycriteriaelementsizeinfo C:/temp/mycrit.criteria 10.0
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
191,hm_getredoactions ,"Description
Returns the history actions on the redo list.
","Example
To get the history actions on the redo list:
hm_getredoactions
","Errors
None.
",
192,hm_getreferencedentitiesmark,"Description
Finds entities that are referenced by the entities on the specified mark. This includes
        collected references, data name references and attribute entity references. Each type of
        entity that is referenced by the specified input entities is returned in a list, and the
        found entities are placed on the specified mark for those entity types. See the list of
        supported entities for hm_getreferencedentities.
","Inputs

entity_type
The type of entity to query.
mark_id
The ID of the mark containing the entities. Valid values are 1 and 2.
reference_flag
The type of referenced entities to find. Bit values are used and the value is
            calculated as (Bit0 + 2*Bit1 + 4*Bit2).
Bit0
0 - Do not consider collected entity references. 
1 - Consider collected entity references. If the specified entity is not a
                  collector or is empty, nothing will be returned for this bit.
Bit1
0 - Do not consider data name entity references. 
1 - Consider data name entity references. If the specified entity does not have
                  any data name references, nothing will be returned for this bit.
Bit2
0 - Do not consider attribute entity references. 
1 - Consider attribute entity references. If the specified entity does not have
                  any attribute entity references, nothing will be returned for this bit. Only
                  entities for the currently loaded template are considered.


output_mark_id
The ID of the mark to place the found referenced entities on. Valid values are 1 and 2.
string_array
Reserved for future use. Must be set to 0.
number_of_strings
Reserved for future use. Must be set to 0.

","Examples
To get all entities referenced by components with IDs 100-110 on mark 1 and highlight them
        on the screen:
*createmark comps 2 100-110
foreach entity_type [hm_getreferencedentitiesmark comps 2 7 1 0 0 -byid] {
    hm_highlightmark $entity_type 1 h
}
To get only collected entity references for components with IDs 100-110 on mark 2:
*createmark comps 1 100-110
hm_getreferencedentitiesmark comps 1 1 2 0 0 -byid
To get only data name entity references for components with IDs 100-110 on mark 1:
*createmark comps 2 100-110
hm_getreferencedentitiesmark comps 2 2 1 0 0 -byid
To get only attribute entity references for components with IDs 100-110 on mark 1:
*createmark comps 2 100-110
hm_getreferencedentitiesmark comps 2 4 1 0 0 -byid
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
