,api_name,api_description,input,example,error
1362,*collisionfix_temp,"Description
Fixes collisions (intersections or penetrations) that have been detected with a call of
          *collisioncheck_temp or *collisioncheck2_temp, by
        automatically moving individual nodes. The collision result entities passed as input get
        updated or deleted, if the fix is successful. This has no effect if the implemented
        algorithm cannot find any appropriate fix.
There are some restrictions regarding the collision result entities that are used as
          input:
Only possible for either intersections or penetrations at a time.  All provided
            collision result entities should have the same ""config"" (otherwise the ones with another
            config than the first one are ignored).
Only possible for one group at a time.  All provided collision result entities have to
            have the same ""parent"" (otherwise the ones with another parent than the first one are
            ignored).


Note that hm_collisionend does not delete any collision result entities.
        The deletion must be handled using *deletemark.
This command is a temporary command and may be deprecated in a future release.
","Inputs

reserved
Reserved for future use.  Must be set to 0.
mark_id
The ID of the mark containing the entities to fix.  Valid values are 1 and 2.
smooth
Used to improve the results of the automatic penetration fix. Valid values are
            integers >= 0. Setting to 0 will apply the built-in default, which has proven to be
            efficient.

","Example
Intersection and penetration fix of all comps in the model, implementing the recommended
        approach to fix penetrations only if there are no intersections:
#Delete potential obsolete collision results
hm_collisionend
*createmark collisions 1 all
if {[hm_marklength collisions 1]} {
    *deletemark collisions 1
}
*clearmarkall 1

*createmark comps 1 all
hm_collisioninit [hm_collisiongetconfig collirad]
hm_collisionentitycreate comps 1 0 2 0.0 0 0 0 0 0

#Intersection check triggered by providing mark_id_int_elems
*collisioncheck_temp 1 0 0 0 0 0 0 90.0 0 0 0.0 2

#Intersection fix if there are intersections
*createmark collisions 1 all
set collision_count [hm_marklength collisions 1]
if {$collision_count} {
    *collisionfix_temp 0 1 0 
    *createmark collisions 1 all
    set collision_count [hm_marklength collisions 1]
}

#Penetration check and fix only if no intersections remain
if {! $collision_count} {
    #Penetration check triggered by providing mark_id_pene_elems
    *collisioncheck_temp 0 1 0 0 0 0 0 90.0 0 0 0.0 2 
    *createmark collisions 1 all
    set collision_count [hm_marklength collisions 1]
    if {$collision_count} {
        *collisionfix_temp 0 1 0
        *createmark collisions 1 all
        set collision_count [hm_marklength collisions 1]
    }
}

#Delete collision results
hm_collisionend
*createmark collisions 1 all
if {[hm_marklength collisions 1]} {
    *deletemark collisions 1
}

","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1363,*colormapedit,"Description
Modifies a color in the color map. 
","Inputs

color
The index numbe of the color in the color map.
red
The red component of the color. 
green
The green component of the color. 
blue
The blue component of the color. 

",,
1364,*combineelements,"Description
Combines the selected elements into one. 
","Inputs

mark
The ID of the mark containing the elements to be combined.
tolerance
The maximum tolerance allowed before a node within the group of selected elements is
            considered to be not on the plane formed by any three nodes attached to the group of
            selected elements.
angle
The maximum angle between three nodes which is considered to be a flat side.

","Examples
To combine elements 10, 13, and 15 with an off plane tolerance of 0.1 and a flat angle of
        150.0 degrees:
        *createmark(elements,1) 10 13 15
*combineelements(1,0.1,150.0)
This command is obsolete and is provided only for backward compatibility.
        *combineelements() only works with two-dimensional elements.  
",
1365,*compactsubmodelids,"Description
Renumbers ID ranges starting from the minimum allowed ID.
","Inputs

submodel_type
Submodel type to compact the IDs for. Valid values are includes and includefiles.
id
The ID of the submodel.
entity_type
The type of entity to compact the IDs for. 
0 - all entity types in the submodel are considered.
pool_id
The optional ID of the solver pool.

","Examples
To compact component IDs in include file
        1:*compactsubmodelids includes 1 comps
To compact all entity type IDs in include file
        1:*compactsubmodelids includes 1 0
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1366,*compositeanalysis ,"Description
Analyzes composite materials, plies, sequences or laminates.
","
Inputs


entity_type
The type of entity to modify.
<select_type>=<selection>
The entity or entities that are to be analyzed. There are several ways to provide the
            entities to be modified. Only one option can be used at a time:
id=<id>
The ID of the single entity to modify.
name=<name>
The name of the single entity to modify.
mark=<mark_id>
The ID of the mark containing the entities to modify.


result=<value>
The type of result. Valid values are:
23d-behavior - For material or ply analysis
25d-behavior - For sequence or laminate analysis
output=<value>
The file name of the output .csv file.

","Examples
To analyze material with ID 1:
*compositeanalysis mats id=1 result=23d-behavior output=C:/temp/result.csv
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1367,*computeboundarylayerthickness,"Description
This command is used for computing the boundary layer thickness reduction factors based on
        the proximity used for the boundary layer mesh generation. The input to this command is a
        list of wall elements (on which the boundary layer needs to be grown), and another list of
        elements which are not ‘wall’ elements, like inlet, outlet, symmetry, far field, etc.. The
        output is a load collector named ^CFD_BL_Thickness with loads representing the reduction
        factors.
","Inputs

bl_entity_type
Entity type used for the boundary layer input. Valid values are elements and
            components. 
bl_mark_id
The ID of the mark containing the boundary layer input. Valid values are 1 and 2.
non_bl_entity_type
Entity type used for non-boundary layer input. Valid values are elements and
            components. 
non_bl_mark_id
The ID of the mark containing the non-boundary layer input. Valid values are 1 and 2.
string_array
The ID of the string array that contains the additional input parameters. The string
            array is created using the *createstringarray command. This should
            always be set to 1. Valid parameters and their syntax are:
cfd: <first_layer_thickness> <number_of_layers> <layer_growth_rate>
                <minimum_core_to_boundary_layer_thickness_ratio>
                <corner_thickness_scaling_factor> <check_for_closure_flag> 
logfile: <log file path>


number_of_strings
Integer indicating the size (number of strings) in the string array created using
              *createstringarray.

","Examples
To generate thickness reduction factors for the component named wall, with the components
        named inlet and outlet being the non-boundary layer
        elements:*createmark comps 1 wall 
*createmark comps 2 inlet outlet
*createstringarray 1 {{cfd : 0.1 5 1.2 2.0 1.0 1} {logfile: output.txt}}
*computeboundarylayerthickness comps 1 comps 2 1 2
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1368,*connect_surfaces_11,"Description
Extends surfaces to meet other surfaces.
","Inputs

source_mark_id
The ID of the mark containing the surfaces to extend. Valid values are 1 and 2.
target_mark_id
The ID of the mark containing the surfaces to target (destination surfaces). Valid values are 1 and 2.
extend_mode
The mode for extending the surfaces. Valid values are:
1 - By distance. 
2 - By thickness ratio. 
3 - Over edges to target surface. 
4 - Over edges by distance. 


trim_mode
The mode for trimming the surfaces. Valid values are:
0 - Do not trim the result.
1 - Trim the result.


distance
The extend distance, if extend_mode = 1. 
Thickness ratio, if extend_mode = 2.
min_angle_to_target_surf
The minimum angle between surfaces that will be considered for extension.
max_angle_edge_to_surf
The maximum angle between an edge and a surface that will be considered for
            extension.
lines_to_extend_over
The ID of the mark containing the edges over which the extension can occur. Valid values are 1 and 2.
guide_mode
The mode for using guide edges. Valid values are:
0 - Do not use guide edges.
1 - Use guide edges.


ignore_guide_edges
The ID of the mark containing the edges to ignore as guide edges. Valid values are 1 and 2.
guide_angle
The minimum angle to use for determining if an edge is a guide edge.
advanced_options
The advanced option settings for surface extension. Bit values are used and the value
            is calculated as (Bit0 + 2*Bit1 + 4*Bit2 + 8*Bit3 + 16*Bit4 + 32*Bit5).
Bit0
0 - Do not allow shortening. 
1 - Allow shortening.
Bit1
0 - Do not allow inter-component extensions. 
1 - Allow inter-component extensions.
Bit2
0 - Place result in original components. 
1 - Duplicate input surfaces and place result in ""Extended Surfaces""
                  component.
Bit3
0 - If Bit4=1, place the extended surfaces in the component defined by Bit2. 
1 - If Bit4=1, place the extended surfaces in the current component.
Bit4
0 - Extensions are created using original surfaces. 
1 - Extensions are created using new surfaces.
Bit5
0 - Create a new surface for each edge of the original surface. 
1 - Create a single surface for each original surface.


reserved
Reserved for future use. Must be set to 0.

","Examples
To extend surfaces 2 and 3 by a distance of 5.0, with no advanced
        options:*createmark surfaces 1 2 3
*connect_surfaces_11 1 1 1 1 5.0 15.0 30.0 1 0 1 30.0 0 0
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1369,*contactsurfcreatewithfacesusingfacenumber,"Description
Creates a contact surface using 2D element edges or 2D/3D element faces.
","Inputs

name
The name of the contact surface to create.
color
The color of the contact surface. Valid values are 1 through 64.
mark_id
The ID of the mark that contains the elements to use. Valid values are 1 and 2.
face_number
The face number of the element (starting from 0).
reverse_normals
0 - Create contact surface along element normal. 
1 - Create contact surface opposite element normal.
element_id
The single element ID to use (default is 0).
use_element_id
0 - Use mark_id (default).
1 - Use element_id.

","Examples
To create a contact surface named ""test"" with elements 1-100 using face number
        3:*createmark elems 1 1-100
*contactsurfcreatewithfacesusingfacenumber ""test"" 5 1 3 0 0 0
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1370,*contourplot,"Description
Creates a contour plot from results data. The results file must be loaded before executing
        this command. The *freesimulation command clears the plot.
","Inputs

title
The title to use for the plot.
legend_min
0 - Indicates if the minimum value found in the file should be used as the minimum
            value on the legend. 
1 - Indicates if the legend_min_value argument should be used
            instead.
legend_min_value
If legend_mid is set to 1, the minimum value to display on the
            legend. 
legend_max
0 - Indicates if the maximum value found in the file should be used as the maximum
            value on the legend.
1 - Indicates if the legend_max_value argument should be used
            instead.
legend_max_value
If legend_max is set to 1, the maximum value to display on the
            legend. 
mesh_color
The color used to plot the mesh. Valid values are 1 through 64. 
-1 - Uses the elements color. 
0 - Uses the background color.
scale_factor
The scale factor used for scaling a deformed plot.
full_size
Determines whether the contour plot fills the entire screen. Valid values are:
0 - Use normal size. 
1 - Use full screen. Press a mouse button to return.


reserved
Reserved for future use. Must be set to zero.
vector_comp
Vector data type component to use. Valid values are:
x comp
y comp
z comp
magnitude


mult
The value used to multiply the results values.
min_max_titles
Indicates if the min/max titles should be displayed. Valid values are:
0 - Do not display min/max titles. 
1 - Display min/max titles.


plot_info_title
Indicates if the plot information title should be displayed. Valid values are:
0 - Do not display plot information title. 
1 - Display plot information titles.



","Examples
To load the result file named C:/my_results/test.res and generate a
        contour plot for Subcase 1 with Displacements data type, using the maximum and minimum
        values defined in the analysis file, a mesh color of black, and normal plot
        size*analysisfileset C:/my_results/test.res
*inputsimulation ""Subcase 1"" ""Displacements""
*contourplot """" 0 0.0 0 0.0 0 0.0 0 0 ""magnitude"" 1.0 0 0
*freesimulation
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1371,*convertbeamsection,"Description
Updates the target solver ID for beamsections.
","Inputs

mark_id
The ID of the mark containing the beamsections to update. Valid values are 1 and 2.
source_solver_id
The ID of the source solver for the specified beamsections. This can be queried using
              hm_getsolver.
target_solver_id
The ID of the target solver for the specified beamsections. This can be queried using
              hm_getsolver.

","Example
To convert beamsections 1-5 from solver ID 2 (Abaqus) to solver
        ID 1 (OptiStruct):*createmark beamsects 1 1-5
*convertbeamsection 1 2 1
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1372,*convertlegacyentities,"Description
Converts any of the source legacy entities, in a particular solver interface, to a
        specified target entity.
This is typically used when an old HyperWorks Desktop file has legacy entities
        defined that need to be migrated to a new entity. For example, if there are old HyperWorks Desktop files with ANSYS contacts defined through
        the old Contact Manager via components, by executing this command they will be migrated from
        components to groups. It also updates the existing source entity relationships maintained
        with other entities (that are not converted) with the target entity equivalent.
Supported solver conversions are:
Solver
Source and Target Types


ANSYS
comps, groups


Nastran (MSC)

groups, contactgroups



Note that the solver ID is an implicit input, obtained from the current solver template
        from which this command is executed.
","Inputs

source_entity_type
The type of entity to convert. If there are no source entities of the requested type,
            no conversion is performed.
target_entity_type
The type of entity to convert into.

","Example
To convert ANSYS contact components to groups:
*convertlegacyentities comps groups
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1373,*convertthermalloads,"Description
This command converts thermal loads from one solver to another. Currently it converts *FILM
        and *SFILM loads from Abaqus to PCONV group in OptiStruct. It should be used in conjunction with *setoption
          retain_loads. This command works when the OptiStruct
        template is loaded after the model is imported in Abaqus.
","Inputs

source_solver
The source solver name. Must be set to Abaqus.
target_solver
The target solver name. Must be set to OptiStruct.
source_card
The source card to convert from. Can be either FILM or SFILM.
target_card
The target card to convert to. Must be set to PCONV.

","Example
To convert FILM to PCONV:
*setoption retain_loads=1
*convertthermalloads Abaqus Optistruct FILM PCONV
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1374,*copy_feature,"Description
Copies a selection of elements and pastes them onto the displayed shell elements at the
        target location.  The neighborhood of the pasted region will be remeshed.
","Inputs

entity_type
The type of entity to copy.  Valid values are components and elements.  The selection
            may consist of shell or solid elements. Any 1D elements attached to shell elements are
            automatically included.
mark_id
The ID of the mark of entities.  Valid values are 1 and 2.
string_array
The ID of the string array that contains the additional input parameters. The string
            array is created using the *createstringarray command. This should
            always be set to 1. 
All parameters are case insensitive, order insensitive and optional.  If not supplied,
            the default values will be used. Valid parameters and their syntax are:
NumCopies : <value>
The number of copies to make (default 1).
NumLayers : <value>
The number of layers to remesh (default 2).
MappingMethod : <value>
The method in which the transformed feature's stitch boundary is mapped on to
                  the target mesh:
auto – (default) Decides the best method among extend, morph and none based on
                  the way the selected feature is connected to the the target mesh.
extend – The stitch boundary is extended till it meets the target mesh, or if it
                  already crosses the target mesh, the extended part of the mesh is trimmed out.
                  This is ideal for features that intersects sharply with the target mesh.
morph – The feature is morphed such that the stitch boundary conforms to the
                  target mesh. This is ideal for features that meet the target mesh
                  tangentially.
none - The transformed feature is kept as it is.
Rebuild : <value>
0 - Remesh using size and bias.
1 - Remesh using rebuild (default).
StitchBoundary : <node_id1> <node_id2> … <node_idN-1>
                  <node_idN>
The mesh edges that needs to be extended or trimmed from or morphed to the
                  target mesh, and subsequently be stitched with the target mesh. In most cases the
                  command can deduce which mesh edges are to be extended or morphed. But when it
                  comes to features which already cross the target mesh this needs to supplied so
                  that the command knows where to trim from.
This is a list of node IDs of the involved edges. It expects two node IDs per
                  mesh edge. If there are N edges to be supplied, there should be 2N node IDs in
                  this list. For example:
StitchBoundary: n1 n2 n2 n3 n3 n4.
ToOriginalComponent : <value>
0 - The copied elements are organized in the current component
1 - The copied elements are organized in the original component (default)
TransformByMatrix : <tr11> <tr12> <tr13> <tr14> <tr21> <tr22>
                  <tr23> <tr24> <tr31> <tr32> <tr33> <tr34> <tr41> <tr42>
                  <tr43> <tr44>
The transformation specified as a 4x4 matrix.
TransformByNodes : <sn1> <sn2> <sn3> <tn1> <tn2> <tn3>
The transformation specified between two systems defined at source and target
                  locations. The system at source is defined by three nodes sn1, sn2 and s3. The
                  origin is defined by the node sn1. The x-axis is defined by the vector from sn1 to
                  sn2. The x-y plane is defined as the plane containing all three nodes sn1, sn2 and
                  sn3. Similarly, the system at target is defined by three nodes tn1, tn2 and tn3.
                


number_of_strings
Integer indicating the size (number of strings) in the string array created using
              *createstringarray.

","Example
To copy elements 5100-5200 into 3 copies along the -y direction with a distance of 1, and
        remeshing 2 layers with the rebuild algorithm:
*createstringarray 5 ""TransformByMatrix : 0 -1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 "" ""MappingMethod : morph"" ""NumCopies : 3"" ""Rebuild : 1"" ""NumLayers : 2""
*createmark elements 1 5100-5200
*copy_feature elements 1 1 5
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1375,*copymarkgroup,"Description
Copies master/slave elements from one group to another.
","Inputs

entity_type
Must be set to elems.
mark_id
The ID of the mark containing the master/slave elements to copy. Valid values are 1 and 2.
name
The name of the group to copy the entities to.

","Examples
To copy all elements in group1 to
        group2:*createmark elems 1 ""by group name"" group1
*copymarkgroup elems 1 group2
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1376,*create_batch_file,"Description
Use this command to set a limited set of cleanup parameters directly in the command file
        for use with *autotopocleanup. Only a few automatic cleanup options are
        used; others are switched off or used with default parameters.
","Inputs

element_size
The target mesh element size. 
element_type
Mesh element types:
0 - triangle
1 - quadrilateral
2 - mixed 


feature_angle
Elements feature angle used for features definition.
pinholes_diameter
Maximum diameter of the holes to be removed (filled).
layers_around_holes
Target number of layers of quadrilateral elements around the round holes (usually it
            is 0, 1, 2)
nodes_around_holes
Minimum number of nodes (element links) for round holes.
beads_suppr_height
Maximum height of beads to be totally suppressed (removed).
Max_edge_fillets_radius
Maximum radius of edge fillets to be removed (converted to hard corners).

","Examples
To perform topology cleanup of all displayed surfaces using element quality criteria from
        the file nvh10.criteria as well as the following following target
        cleanup parameters:
Element size - 10 mm
Element type - mixed
Element feature angle - 30 degrees
Remove holes with diameter less than 8 mm
Create 2 layers of quad elements around holes
Keep minimal 6 element links for the holes
Remove edge fillets with radius less than 9.0 mm

*create_batch_file(10,2,30,8,2,6,9 )
*createmark(surfaces,1) ""displayed""
*autocleanup( 1, ""nvh10.criteria"" )

The cleanup parameters are deleted just after each use, so they must be set before every
        use.
",
1377,*create_shell_mesh_features,"Description
Generates plot elements between 2D elements whose normals exceed the a specific angle.
        Connects features to the boundary or to other features, trying to create convex areas. All
        features generated are placed into a component named ^feature. 
Connected features are created by default for interactive and automatic elements
        remesh.
","Inputs

entity_type
Entity type containing the 2D elements. Valid values are:
comps
elems


mark_id
The ID of the mark containing the entities. Valid values are 1 and 2.
feature_angle
The maximum angle allowed between any two plate elements before a plot element is
            generated between the shared sides of the two elements.
reserved
Reserved for future use. Must be set to 0.

","Examples
To create connected lines representing features on the component named ""hood"" based on a
        30.0 degree feature
        angle:*createmark components 1 hood
*create_shell_mesh_features component 1 30.0 0
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1378,*create_tube_midline,"Description
Creates midlines from tube solids.
The options can be specified in any order.
","
Inputs



mark=<mark_id>

The ID of the mark containing the input solids.  Valid values are 1 and 2.  This is
            mandatory.

copy_metadata=<value>

This specifies whether the metadata is copied from the input solids to the appropriate
            midline:
0 – Do not copy
1 – Copy (default)

dest_comp=<value>

This specifies which component the midlines will be created in:
current – Creates all midlines in the current component
midline – Creates all midlines in a component with the name “midline” (default)
midline.# – Creates the midlines in components with names midline.1, midline.2,
            etc...corresponding to the components containing the original solids.
original – Creates the midline for each solid in the same component as the solid
            itself.  If the solid lies in several components, the midline will be created in one of
            these.
original.# – Creates the midline for each solid in the component with the original
            component name suffixed with 1., 2., etc...

tube_ends_mark=<mark_id>

The ID of the mark containing hint surfaces that constitute ends of the tube. Valid
            values are 1 and 2.

","Examples
To extract the midlines from solids 234 and 235 and place the result in the same components
        as the original solids:
*createmark solids 1 234 235
*create_tube_midline mark=1 dest_comp=original
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1379,*createairbag,"Description
Creates an airbag control volume. 
","Inputs

entities
Control volumes are created using sets or contact surfaces. 
markmask
Source of sets or contact surfaces used to create airbag. 
1 -  Nodes selected by user.
name
Name of the airbag.

","Examples
To an airbag (called ""airbag"") using elements selected by
        user:*createcontrolvol(elements,1,""airbag"")
",
1380,*createarray,"Description
Creates an array of integers for use in a subsequent command.
","Inputs

size
The size of the array.
integers
The integers to put in the array.

","Examples
To create an integer array with the values
        1-5:*createarray 5 1 2 3 4 5
",
1381,*createbestcirclecenternode,"Description
This command creates a node or a point at the center of the circle that best approximates
        the input set of lines or points. If the input entities are found to be on a straight line,
        then an error is returned.
","Inputs

entity_type
Input entity types. Valid values are:
Nodes
Points
Lines


mark_id
The ID of the mark containing the input entities. Valid values are 1 and 2.
point_flag
Parameter specifying whether a node or point is created at the approximated circle
            center. Valid values are:
0 - Create node.
1 - Create point.


any_tol
Parameter specifying whether the best fit is verified against the currently set
            geometry cleanup tolerance. Valid values are:
0 - An error is returned, if the input entities are not on the circle within the
                geometry cleanup tolerance. 
1 - Tolerance is ignored and best fit circle is always calculated.


make_circle
Parameter specifying whether a circle is also created:
0 - Only center point/node is created. 
1 - Center point/node and a circle are created.



","Examples
To create a node at the center of the circle passing through nodes 11, 12 and
        14:*createmark nodes 1 11 12 14
*createbestcirclecenternode nodes 1 0 1 0
To create a circle that approximates line 21, along with a point at the center of the
        circle:*createmark lines 1 21
*createbestcirclecenternode lines 1 1 1 1
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1382,*createcaero1panelmeshing,"Description
Creates a component for aeroelastic panel mesh CAERO1.
","
Inputs


componentid=<value>
The start value for component and element numbering.  This is mandatory.
createproperty=<value>
0 - Do not create PAERO1
1 - Create PAERO1 (default)
igid=<value>
The interference group identifier.
locations={<value>}
The coordinates of 4 corner points (12 values).  This is mandatory.
mode=<value>
0 - Create component (default)
1 - Update component
nchord=<value>
The number of chordwise boxes.  If not provided, must specify
              tableid2.
nspan=<value>
The number of spanwise boxes.  If not provided, must specify
              tableid1.
panelname=<value>
The name of the CAERO1 panel entity.  If not specified, CAERO1_<componentid> is
            used.
propertyname=<value>
The name of the PAERO1 property entity.  If not specified, PAERO1_<componentid> is
            used.
systemid=<value>
The ID of the system for locating points 1 and 4.
tableid1=<value>
The ID of an AEFACT table containing the list of division points for spanwise boxes.
            Used only if nspan is not provided.
tableid2=<value>
The ID of an AEFACT table containing the list of division points for chordwise boxes.
            Used only if nchord is not provided.

","Examples
Create an aero component with ID 60001 using tables 31001 and 31002:
*createcaero1panelmeshing componentid=60001 systemid=503 mode=0 locations={701.04 74.56 177.11 1000.67 70.5 176.9 1085.37 374.58 183.29 946.5 399.5 189.45} tableid1=31001 tableid2=31002 igid=1 createproperty=1 propertyname=PAERO1_60001 panelname=CAERO1_60001
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1383,*createCAERO2card,"Description
Creates a body component of type CAERO2.
","
Inputs



start_id

The ID from which the component and element numbering will start.

system_id

The ID of the local coordinate system which the mesh will be generated based on.  A
            value of 0 indicates the global coordinate system.

origin_coordinate

The location of the origin.  This must be 3 values enclosed in double quotes.

length

The length along the x-axis of the the coordinate system.

n_int

The number of interference elements.

n_slend

The number of slender body elements.

radii

The radius at each interval along the length of the body.  This must be the same
            number of values as given by n_slend, and must be enclosed in double
            quotes.

theta

The angle along the radial direction of the body.  This must be the same number of
            values as given by n_int, and must be enclosed in double quotes.

axis

1 - x-axis
2 - y-axis
3 - z-axis

","Examples
Create a body component with ID 677771, system ID 508, and considering the length along the
        y-axis of the coordinate system:
*createCAERO2card 677771 508 ""1011.96772 124.925267 172.770859"" 500 6 7 ""0 40.0 40.0 50.0 60.0 60.0 80.0"" ""0 60.0 120.0 180.0 240.0 300.0"" 2
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1384,*createcirclecenterpoint,"Description
Creates a point at the center of a circle defined by 3 input points.
","Inputs

point_id1
The ID of the first point defining the circle.
point_id2
The ID of the second point defining the circle.
point_id3
The ID of the third point defining the circle.

","Examples
To create a point at the center of the circle defined by points 100, 200 and
        300:*createcirclecenterpoint 100 200 300
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1385,*createcirclefrompointplane,"Description
This command creates a circle or arc by spinning a point about the normal vector of a
        plane.
","Inputs

list_id
The ID of the list containing the nodes to be spun. A circle or arc is created for
            each node in the list.
plane_id
The ID of the plane defining the circle normal, defined using the
              *createplane command. The center of each circle is located at the
            base of the plane. This must be set to 1.
angle
The angle of the arc. To create a circle, set to 360.
offset
Sets the starting offset for an arc.

","Examples
To create a circle by spinning node 18 in the plane whose normal is defined by (0.0, 0.0,
        1.0) with base (0.0, 0.0,
        0.0):*createplane 1 0.0 0.0 1.0 0.0 0.0 0.0
*createlist nodes 1 18
*createcirclefrompointplane 1 1 360.0 0.0
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1386,*createcollectorforpartiallycontained,"Description
Creates a collector and moves certain entities into the collector.
","Inputs

entity_type
Entity type to move into the collector. Valid values are:
elems
loads
systs
vectors


mark_id
The mark ID containing the entities to move. Valid values are 1 and 2.
name
The new collector name. The collector type is determined by the
              entity_type.
config
Set to a valid config value to specify if only entities of that config should be
            moved. Otherwise, set to 0. 
Currently only supported for elements.
type
Set to a valid type value to specify if only entities of that type should be moved.
            Otherwise, set to 0. 
Currently only supported for elements.
reserved
Reserved for future use. Must be set to 0.

","Examples
To create a component named comp2 and move elements
        1-100:*createmark elems 1 1-100
*collectorcreateforpartiallycontained elems 1 comp2 0 0 0
To create a component named comp2 and move only quad elements from elements
        1-100:*createmark elems 1 1-100
*collectorcreateforpartiallycontained elems 1 comp2 104 0 0
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
1387,*createcontrolvol,"Description
Creates an airbag control volume.
","Inputs

entities
Control volumes are created using elements.
markmask
Source of elements used to create control volume. 
1 - Elements selected by the user.
name
Name of the control volume.

","Examples
To create a control volume called ""airbag"" using the elements that you
        selected:*createcontrolvol(elements,1,""airbag"")
",
1388,*createdoublearray,"Description
Creates an array of doubles for use in a subsequent command.
","Inputs

size
The size of the array.
doubles
The doubles to put in the array.

","Examples
To create a double array with the values 2.5 and
        11.0:*createdoublearray 2 2.5 11.0
",
1389,*createelement,"Description
Creates an element from a node list.
","Inputs

config
The HyperMesh configuration of the element.
Type: integer
type
The solver type of the element.
Type: integer
list_id
The ID of the list containing the nodes. Valid values are 1 and 2.
auto_order
0 - Use the nodes as ordered in the list.
1 - Auto order the nodes in the list.

","Examples
To create a quad4 element using nodes 14, 15, 16, and
        17:*createlist node 1 14 15 16 17
*createelement 104 1 1 1
","Errors
Incorrect usage results in a Tcl error. To detect
        errors, you can use the catch
        command:if { [ catch {command_name...} ] } {
   # Handle error
}
"
